,Démarche,Date,Identifiant,Satisfaction,Verbatim,Facilité,Simplicité,Difficulté,Autre difficulté,Aide,Autre aide,Source
1342,Simuler mes droits sociaux,2021/01/18 10:03:08,2421363,Pas bien,"Je ne sais pas comment ça a été codé mais c'est vraisemblablement raté : - impossible d'accéder à une simulation ""une erreur est survenue"" - 15 minutes pour se connecter car il ne reconnait pas le numéro de sécurité sociale alors que c'est le bon ....  Vraiment très mauvais ... ",Mauvais,Bon,La démarche n'a pas fonctionné ; Le site ne s'affichait pas bien sur mobile,-,-,-,button
1343,Simuler mes droits sociaux,2021/01/18 09:57:09,2421319,Pas bien,3 fois  ne fonctionne pas,-,-,La démarche n'a pas fonctionné,-,-,-,button
1344,Simuler mes droits sociaux,2021/01/18 09:54:22,2421295,Pas bien,le lien avec mes revenues déclaré via france connecte ne fonctionne pas,Bon,Bon,Autre,incohérence dans la saisie des resource,Autre,-,button
1345,Simuler mes droits sociaux,2021/01/18 09:43:57,2421233,Très bien,"Dommage que vous ne communiquiez davantage sur le site qui permet une centralisation pour nos usagers ! Actuellement éleve-attaché à l'IRA de Nantes, il m'a fallu attendre de voir le reportage sur m6 hier soir pour connaître l'existence de ce site qui simplifie pourtant largement la vie de nos chers usagers ! Bien à vous",Bon,Bon,Manque d'informations avant de commencer la démarche,-,-,-,button
1346,Simuler mes droits sociaux,2021/01/18 09:43:19,2421230,Pas bien,personne proprietaire et on lui dit qu elle a droit a un logement social!!!!!,Moyen,Bon,-,-,-,-,button
1347,Simuler mes droits sociaux,2021/01/18 09:40:07,2421208,Pas bien,Ce site est trop souvent en panne.,Mauvais,Mauvais,La démarche n'a pas fonctionné,-,-,-,button
1348,Simuler mes droits sociaux,2021/01/18 09:37:22,2421183,Pas bien,Je n'ai pas u de réponse à ma demande merci ,Bon,Bon,Autre,Aucune réponse à ma demande ,Une association,-,button
1349,Simuler mes droits sociaux,2021/01/18 09:19:32,2421105,Pas bien,NE FONCTIONNE PAS,Bon,Bon,Autre,ne fonctionne  pas,Un(e) proche,-,button
1350,Simuler mes droits sociaux,2021/01/18 09:19:28,2421104,Pas bien,MA RETRAITE EST DE 1626€ J AI UN LOYER QUI  PEUT MONTER A PLUS DE 700€ SELON L EAU CONSOMMEE POURQUOI DEMANDE LES REVENUS POUR MES 3 PREMIERS MOIS DE L ANNEE 2020 OU J AI TRAVAILLE JE CROYAIS QUE LES PRESTA ETAIENT EVALUEES A L INSTANT T (ACTUELLEMENT EN RETRAITE)etant fonctionnaire 43 anspartie avec 1200€de prime de depart cest mieux que rien!!!,Mauvais,Moyen,-,-,-,-,button
1351,Simuler mes droits sociaux,2021/01/18 09:18:00,2421098,Pas bien,"J'ai fait 2 fois la simulation, devoir tout ressaisir pour qu'au final un incident technique et impossible d'avoir un résultat ! ",Bon,Bon,La démarche n'a pas fonctionné,-,-,-,button
1352,Simuler mes droits sociaux,2021/01/18 09:02:09,2421038,Moyen,"La connexion à France connect n'a pas l'air de focntionner.  A la fin du traitement j'ai un message d'erreur :  ""Un incident technique est survenu""",Bon,Bon,La démarche n'a pas fonctionné,-,-,-,button
1353,Simuler mes droits sociaux,2021/01/18 09:01:58,2421037,Pas bien,Il suffirait que ca marche!,Bon,Bon,-,-,-,-,button
1354,Simuler mes droits sociaux,2021/01/18 08:51:10,2421001,Pas bien,"Le simulateur ne fonctionne pas du tout, on indique dessus par exemple un droit à la prime d'activité, on va sur le site de la CAF et la aucun droit. Tout ce qui sort du site est faux. Entièrement à revoir",Moyen,Moyen,"Manque d'informations sur la suite, le délai...",-,-,-,button
1355,Simuler mes droits sociaux,2021/01/18 08:42:49,2420968,Très bien,lorsque je fais une simulation sur le site de la CAF je n'ai pas droit au RSA alors que sur le votre j'ai droit à 560 EUROS PAS MOIS n'est ce pas le même simulateur ???,Bon,Bon,Autre,Je n'ai pas pu transmettre mon dossier sur le site de la CAF ça bloque au niveau de mon adresse mail et nationnalité,-,-,button
1356,Simuler mes droits sociaux,2021/01/18 08:41:00,2420964,Moyen,le site n'est pas fiable. Il indique des possibilités d'aides qui au vue des ressources ne sont pas accepté par les organismes simulateur à revoir...,Bon,Bon,"Manque d'informations sur la suite, le délai...",-,-,-,button
1357,Simuler mes droits sociaux,2021/01/18 08:36:30,2420953,Pas bien,"Les résultats ne sont pas les mèmes que sur le site de la CAF , chez vous j'ai le droit a 300 euros et chez eux rien ! ",Bon,Bon,-,-,-,-,button
1358,Simuler mes droits sociaux,2021/01/18 08:26:59,2420936,Moyen,"Lorsque je fais la simulation sur ce site, on m'indique que j'ai droit à la prime d'activité et l'on m'oriente vers la caf. Et lorsque je fais la simulation avec les mêmes chiffres sur la caf, on me dit que je n'ai droit à rien.",Bon,Bon,La démarche n'a pas fonctionné,-,-,-,button
1359,Simuler mes droits sociaux,2021/01/18 08:20:12,2420920,Pas bien,"le résultat proposé était entièrement faux, aucune des réponses n'était justifiée",Bon,Bon,Autre,non,Autre,non,button
1360,Simuler mes droits sociaux,2021/01/18 08:16:01,2420912,Moyen,Vous donnez des fausses informations je n ai droits à rien !!!!!!,-,Bon,Autre,Tous les droits attribués pas le site me sont refusés en temps réels ,"Internet (site, forum…)",-,button
1361,Simuler mes droits sociaux,2021/01/18 08:15:38,2420911,Très bien,super site mais le résultat laisse songeur. Nous travaillons tous les 2 et on nous propose le RSA.,Bon,Bon,Autre,"les resultats!, on me propose le RSA et on ne pas demandé si je travaillais.",-,-,button
1362,Simuler mes droits sociaux,2021/01/18 08:03:48,2420893,Très bien,il suffit juste de faire maintenant les demandes pour voir si on a vraiment droit à quelque chose,-,-,-,-,-,-,button
1363,Simuler mes droits sociaux,2021/01/18 07:54:23,2420877,Moyen,Après plusieurs essais j'y suis arrivé je vais me renseigner pour les aide ,Moyen,Bon,Manque d'informations avant de commencer la démarche ; La démarche n'a pas fonctionné,-,-,-,button
1364,Simuler mes droits sociaux,2021/01/18 07:46:01,2420866,Très bien,je viens de verifier avec ce que je percois des allocations les chifres ne coresponde pas du tous veuillez me recontacter si vous pouvez et maider a toucher mes droit je vous remercie et remercie aussie la chaine 6 de hier soir qui a communiquer votre cite . 0683388219,-,-,-,-,-,-,button
1365,Simuler mes droits sociaux,2021/01/18 07:43:24,2420864,Moyen,"3 points à améliorer : -quand il demande si on est demandeur d'emploi (c'est mon cas je suis inscrit à pole emploi catégorie B, à temps partiel ), il manque la case pour le dire. du coup je ne peux pas rentrer de date de dernier contrat (car il est encore en cours) et je ne peux pas indiquer d'indemnités (car j'en ai pas ) et du coup à la fin le simulateur ne me dit pas que j'ai le droit à la prime d'activité. - quand il demande les revenus des livrets PEL.. c'est ambigu. on sait pas si ce sont les revenus (donc les intérêts de l'année) ou bien le montant dans les épargnes. - à la fin quand il indique le droit au chèque énergie, il ne donne pas l'adresse du site internet pour en faire la demande. en plus il m'a donné un montant 3x supérieur à ce qui m'a été donné la fois dernière alors que ma situation est la même à N,N-1,N-2 .",Moyen,Moyen,"La démarche n'a pas fonctionné ; Manque d'informations sur la suite, le délai...",-,Autre,TV émission capital,button
1366,Simuler mes droits sociaux,2021/01/18 07:37:11,2420851,Très bien,tres claire ,Bon,Bon,-,-,-,-,button
1367,Simuler mes droits sociaux,2021/01/18 06:23:04,2420783,Très bien,"je ne peux bénéficier du complément pour l'AAH car j'ai été déclarée avec la ""reconnaissance de travailleur handicapée"", mais depuis 2015 je ne suis plus apte au travail et comme j'ai fait un renouvellement cette situation n'est pas prise en compte alors que je ne peux plus travailler je perd donc ce revenu de 170 environ depuis des années et je reste sous le seuil de pauvreté.",Bon,Bon,-,-,-,-,button
1368,Simuler mes droits sociaux,2021/01/18 04:02:58,2420738,Pas bien,suivant votre estimation j'ai droit a la complémentaire santé et 140€ d'APL mais quand je vais sur les sites avec les même renseignements je n'ai droit à rien je ne comprends rien!!!!,Moyen,Moyen,Autre,-,Autre,-,button
1369,Simuler mes droits sociaux,2021/01/18 03:20:50,2420724,Pas bien,C'est vraiment n'importe quoi! Le simulateur m'informe que j'ai droit à des aides non dues car je travaille et mon conjoint aussi...,Bon,Bon,"Manque d'informations sur la suite, le délai...",-,-,-,button
1370,Simuler mes droits sociaux,2021/01/18 03:11:04,2420719,Moyen,Je ne perçois plus l'allocation chômage ,Bon,Bon,"Manque d'informations sur la suite, le délai...",-,-,-,button
1371,Simuler mes droits sociaux,2021/01/18 03:02:08,2420716,Pas bien,"Erreur aucun résultat, veuillez réessayer. Vive le France ! lol ",Bon,Bon,La démarche n'a pas fonctionné,-,-,-,button
1372,Simuler mes droits sociaux,2021/01/18 02:23:21,2420706,Pas bien,donnez nous de la thune,Mauvais,Mauvais,"Manque d'informations avant de commencer la démarche ; La démarche n'a pas fonctionné ; Le site ne s'affichait pas bien sur mobile ; Difficulté à joindre les pièces justificatives ; Manque d'informations sur la suite, le délai... ; Autre",vous donnez rien ,Autre,vous nous donnez rien,button
1373,Simuler mes droits sociaux,2021/01/18 01:20:53,2420678,Très bien,Vous m'avez aidé  à comprendre  mieux. ,Bon,Bon,-,-,-,-,button
1374,Simuler mes droits sociaux,2021/01/18 01:17:57,2420674,Très bien,très compliqué voir impossible à remplir correctement pour un intermittent du spectacle… Mais sinon très utile. merci.,Bon,Bon,Autre,très compliqué voir impossible à remplir correctement pour un intermittent du spectacle...,-,-,button
1375,Simuler mes droits sociaux,2021/01/18 00:53:05,2420650,Très bien,Site très utile pour nous aider dans nos démarches administratives. Une référence. Merci BEAUCOUP.  ,Bon,Bon,-,-,-,-,button
1376,Simuler mes droits sociaux,2021/01/18 00:51:19,2420649,Pas bien,trop d'aides,Bon,Bon,-,-,-,-,button
1377,Simuler mes droits sociaux,2021/01/18 00:50:04,2420646,Moyen,"Ce serait bien si vous auriez un lien de transmissions des informations avec les différentes administrations car sur votre simulation, je peux prétendre a un cheque-énergie de 190,00 euros/ an; mais sue le simulateur du site du ministère de la transition écologique, je n'y ai pas droit. Qui croire? ",Bon,Bon,-,-,-,-,button
1378,Simuler mes droits sociaux,2021/01/18 00:47:02,2420644,Pas bien,Les montants donnés sont complètement erronés; il est affiché 250 euros d'aide au logement et 500 de rsa et je n'ai le droit à rien; il faut revoir votre simulateur !!,Bon,Bon,La démarche n'a pas fonctionné,-,-,-,button
1379,Simuler mes droits sociaux,2021/01/18 00:19:58,2420612,Très bien,"Bjr, après visualisation des résultats j'ai été sur CAF pour demander les aides suggérées mais impossible d'obtenir quoi que ce soit...Alors   INFO où INTOX  ??",Bon,Bon,La démarche n'a pas fonctionné,-,-,-,button
1380,Simuler mes droits sociaux,2021/01/18 00:18:00,2420607,Moyen,"Bonsoir, je suis retraitee depuis janvier 2020 seule avec un loyer de 528 eur et franchement je pensais un jour avoir une aide sociale  je suis un peu dégoutée surtout en ce moment et la case des microentrepreneurs  avec la retraite n est pas mentionné. et j ai facturé que 16 eur en decembre pour ma microentreprise et vous ne mentionnez pas cette rubrique au début donc je suis étonnée de ne rien avoir dans ce pays surtout quand j ai vu l émission sur M6 ce jour 180121 sur les aides et les abus des aides de la CAF données à des personnes qui  sont décédés je suis scandalisée ce soir. Cdt",Bon,Moyen,Autre,je suis retraitee depuis janvier 2020 seule avec un loyer de 528 eur et franchement je pensais un jour avoir une aide sociale  je suis un peu dégoutée surtout en ce moment et la case des microentrepreneurs  avec la retraite n est pas mentionné,Autre,pourquoi je n ai droit à rien pas tres clair ,button
1381,Simuler mes droits sociaux,2021/01/17 23:56:16,2420594,Pas bien,Le site n'arrête pas de planter !!,Bon,Bon,La démarche n'a pas fonctionné ; Le site ne s'affichait pas bien sur mobile,-,-,-,button
1382,Simuler mes droits sociaux,2021/01/17 23:53:22,2420587,Pas bien,Bonjour j'ai fais 2 fois la simulation et sa beug,Mauvais,Moyen,La démarche n'a pas fonctionné,-,-,-,button
1383,Simuler mes droits sociaux,2021/01/17 23:53:00,2420584,Pas bien,ca beuk impossible d avoir mes resultats apres plusieurs tentative,-,-,-,-,-,-,button
1384,Simuler mes droits sociaux,2021/01/17 23:51:15,2420575,Très bien,j ai trouver le site tres bien sauf un peu de mal a me connecter avec le site au début mais sinon le site est bien expliquer je suis satisfaite ,-,Bon,Le site ne s'affichait pas bien sur mobile,-,-,-,button
1385,Simuler mes droits sociaux,2021/01/17 23:34:13,2420539,Moyen,J ai pas compris le resultat. Si j ai le droit a quelque chose?,Bon,Moyen,-,-,-,-,button
1386,Simuler mes droits sociaux,2021/01/17 23:31:25,2420534,Pas bien,vous tenez compte dans votre simulation du revenu fiscal de reference ! pour un retraite la CAF ne tiens pas compte de ce revenu mais bien la totalite des revenus !!! et comment savoir si avec une retraite de base obtenu en 2012 pour invalidite droit a l aspa (retraite de base 700 EUROS en 2012 ) pas le droit au minimum vieillesse ?,Bon,Bon,-,-,-,-,button
1387,Simuler mes droits sociaux,2021/01/17 23:29:12,2420530,Pas bien,"Malgré une estimation d'aides de 710€ de RSA et 290€ d'aides au logement, la CAF m'a toujours refusé ces aides... Comment cela est-il possible ?",Bon,Bon,La démarche n'a pas fonctionné,-,-,-,button
1388,Simuler mes droits sociaux,2021/01/17 23:12:46,2420481,Pas bien,Je remplis les différentes étapes du simulateur et impossible d'obtenir un résultat à la fin. Et ceci trois fois d'affilée...,Moyen,Moyen,La démarche n'a pas fonctionné,-,-,-,button
1389,Simuler mes droits sociaux,2021/01/17 23:09:19,2420469,Pas bien,Très compliqué à comprendre ...,Mauvais,Mauvais,"Manque d'informations sur la suite, le délai...",-,"Internet (site, forum…)",-,button
1390,Simuler mes droits sociaux,2021/01/17 23:03:38,2420453,Très bien,"Très difficile pour accéder au site. Mais merci car je ne s'avais pas que j'avais droit à d'autre aide, et quand je pause la question si j'ai droit à des aides la réponse est ambigu voir inexistante. Merci,Merci.",Bon,Bon,Manque d'informations avant de commencer la démarche,-,Un(e) proche,-,button
1391,Simuler mes droits sociaux,2021/01/17 22:55:22,2420423,Moyen,A la fin de la simulation pour accéder a mon compte retraite pour faire la demande mon numéro de sécurité sociale n'est pas reconnu j'ai essayé avec le numéro de mon conjoint pareil il y a un soucis .,Bon,Bon,"Manque d'informations sur la suite, le délai...",-,-,-,button
1392,Simuler mes droits sociaux,2021/01/17 22:48:21,2420402,Pas bien,C'EST INJUSTE ,Moyen,Moyen,"Manque d'informations avant de commencer la démarche ; La démarche n'a pas fonctionné ; Manque d'informations sur la suite, le délai...",-,-,-,button
1393,Simuler mes droits sociaux,2021/01/17 22:13:28,2420280,Pas bien,"simulateur ne sert à rien car quand je vais sur le site de la caf cela me donne droit à rien alors que sur votre site je pouvais prétendre à 310 donc j'imagine pas le reste, cordialement",Bon,Bon,-,-,-,-,button
1394,Simuler mes droits sociaux,2021/01/17 22:10:53,2420269,Pas bien,systeme n a pas marche a cause incident technique 2 fois de suite .et conseil d aller sur son compte perso .indmissible .a se demander si ce n est pas expres ...,Mauvais,Mauvais,La démarche n'a pas fonctionné,-,Autre,-,button
1395,Simuler mes droits sociaux,2021/01/17 21:58:11,2420229,Très bien,Simulateur peu fiable qui m'indique des prestations auxquelles je n'ai pas droit. ,Bon,Bon,-,-,-,-,button
1396,Simuler mes droits sociaux,2021/01/17 21:54:26,2420214,Très bien,"La CAF m,a fait savoir que je, n,avait pas le droit aux APL avec le nouveau barème ",Bon,Bon,-,-,-,-,button
